GeneIdentifier	Start	Strand
AT4G30920	15049438	-
AT4G30930	15051751	-
AT4G30935	15054107	-
AT4G30940	15054873	+
AT4G30950	15059846	-
AT4G30960	15067028	+
AT4G30970	15074588	-
AT4G30975	15074425	+
AT4G30980	15081775	-
AT4G30990	15084098	+
AT4G30993	15098041	+
AT4G30996	15101065	+
AT4G31000	15103120	+
AT4G31010	15106558	+
AT4G31020	15110289	-
AT4G31030	15111599	-
AT4G31040	15114126	-
AT4G31050	15114250	+
AT4G31060	15116148	+
AT4G31070	15120608	-
AT4G31073	15118562	-
AT4G31075	15120650	+
AT4G31080	15120824	+
AT4G31100	15123763	+
AT4G31110	15127045	+
AT4G31115	15130075	+
AT4G31120	15136696	-
AT4G31130	15138871	-
AT4G31140	15141068	+
AT4G31150	15145640	-
AT4G31160	15145628	+
AT4G31170	15155737	-
AT4G31180	15155751	+
AT4G31196	15161173	+
AT4G31200	15164936	-
AT4G31210	15165125	+
AT4G31230	15176292	-
AT4G31240	15178849	-
AT4G31248	15179132	+
AT4G31250	15181937	-
AT4G31260	15183006	-
AT4G31265	15183084	+
AT4G31270	15184961	-
AT4G31280	15186005	-
AT4G31290	15185775	+
AT4G31300	15188744	+
AT4G31310	15191220	+
AT4G31320	15194665	-
AT4G31330	15202288	+
AT4G31340	15205437	+
AT4G31350	15212429	+
AT4G31351	15217257	+
AT4G31354	15218069	+
AT4G31355	15220309	-
AT4G31360	15221843	+
AT4G31370	15224685	-
AT4G31380	15230008	+
AT4G31390	15233042	+
AT4G31398	15239282	-
AT4G31400	15237191	+
AT4G31405	15241672	-
AT4G31408	15242987	-
AT4G31410	15243723	+
AT4G31420	15248058	-
AT4G31430	15248377	+
AT4G31440	15253731	+
AT4G31441	15254877	+
AT4G31450	15258882	-
AT4G31460	15261360	-
AT4G31470	15262412	-
AT4G31480	15263016	+
AT4G31490	15268446	+
AT4G31500	15275404	-
AT4G31510	15277505	-
AT4G31520	15282014	-
AT4G31530	15282230	+
AT4G31540	15287464	-
AT4G31550	15291934	-
AT4G31560	15295138	+
AT4G31570	15296386	+
AT4G31580	15306544	+
AT4G31590	15312987	-
AT4G31600	15317160	-
AT4G31610	15317499	+
AT4G31615	15322311	-
AT4G31620	15324720	-
AT4G31630	15327220	-
AT4G31640	15328271	+
AT4G31650	15330993	+
AT4G31660	15334013	+
AT4G31670	15339613	-
AT4G31680	15342081	-
AT4G31685	15343986	-
AT4G31690	15345180	-
AT4G31695	15345796	-
AT4G31700	15347804	-
AT4G31710	15349121	+
AT4G31715	15353659	+
AT4G31720	15356431	-
AT4G31730	15361012	+
AT4G31740	15363778	+
AT4G31750	15367892	-
AT4G31760	15369724	-
AT4G31770	15372942	-
AT4G31780	15373988	+
AT4G31790	15377158	+
AT4G31800	15382777	+
AT4G31805	15385280	+
AT4G31810	15390430	-
AT4G31820	15394626	-
AT4G31830	15401225	-
AT4G31840	15401640	+
AT4G31850	15403020	+
AT4G31860	15409056	-
AT4G31870	15410078	+
AT4G31875	15412451	-
AT4G31880	15424311	-
AT4G31890	15429225	-
AT4G31895	15430297	-
AT4G31900	15431350	+
AT4G31910	15440971	+
AT4G31920	15447042	-
AT4G31930	15450919	-
AT4G31940	15451988	+
AT4G31950	15455083	+
AT4G31960	15459781	-
AT4G31970	15462350	+
AT4G31980	15464642	+
AT4G31985	15469841	+
AT4G31990	15473885	-
AT4G32000	15476990	-
AT4G32010	15479379	+
AT4G32020	15487914	+
AT4G32030	15490566	+
AT4G32040	15493989	+
AT4G32050	15496520	+
AT4G32060	15500926	+
AT4G32070	15507312	-
AT4G32080	15509111	-
AT4G32090	15510820	-
AT4G32100	15512218	-
AT4G32105	15514087	-
AT4G32110	15516452	-
AT4G32120	15519996	-
AT4G32130	15522695	-
AT4G32140	15525536	-
AT4G32150	15527926	-
AT4G32160	15528425	+
AT4G32170	15533701	+
AT4G32175	15535434	+
AT4G32180	15543954	-
AT4G32190	15544800	+
AT4G32200	15548840	+
AT4G32205	15555495	+
AT4G32208	15559650	-
AT4G32210	15558167	-
AT4G32215	15562591	+
AT4G32220	15565000	-
AT4G32230	15566971	-
AT4G32240	15568264	+
AT4G32250	15573323	-
AT4G32260	15574737	-
AT4G32265	15576650	+
AT4G32270	15576540	-
AT4G32272	15579896	-
AT4G32280	15583332	+
AT4G32285	15585443	+
AT4G32290	15591213	-
AT4G32295	15592888	+
AT4G32300	15599475	+
AT4G32320	15602721	+
AT4G32330	15608905	+
AT4G32340	15614544	-
AT4G32342	15616382	-
AT4G32350	15617361	+
AT4G32360	15621075	+
AT4G32370	15625558	+
AT4G32375	15629115	+
AT4G32380	15632712	+
AT4G32390	15636415	+
AT4G32400	15638353	+
AT4G32410	15646844	-
AT4G32420	15652756	-
AT4G32430	15652775	+
AT4G32440	15656681	+
AT4G32450	15660927	+
AT4G32460	15665032	-
AT4G32470	15671249	-
AT4G32475	15671393	+
AT4G32480	15676240	+
AT4G32490	15679652	-
AT4G32500	15681017	+
AT4G32510	15689293	-
AT4G32520	15692989	-
AT4G32530	15695283	-
AT4G32535	15693964	+
AT4G32540	15700829	+
AT4G32551	15707425	+
AT4G32560	15713736	+
AT4G32570	15718867	-
AT4G32580	15720535	-
AT4G32590	15721289	+
AT4G32600	15723345	+
AT4G32605	15727977	-
AT4G32610	15730433	-
AT4G32620	15731443	+
AT4G32630	15737918	+
AT4G32640	15742001	+
AT4G32650	15755047	-
AT4G32660	15756018	+
AT4G32670	15763113	-
AT4G32680	15765169	-
AT4G32690	15765112	+
AT4G32700	15767185	+
AT4G32710	15779911	+
AT4G32714	15784588	+
AT4G32717	15786272	+
AT4G32720	15787194	+
AT4G32730	15790133	+
AT4G32750	15798254	-
AT4G32760	15799077	+
AT4G32765	15804549	+
AT4G32770	15804784	+
AT4G32780	15808852	+
AT4G32790	15811974	+
AT4G32800	15819489	+
AT4G32810	15828228	+
AT4G32820	15841656	-
AT4G32830	15842443	+
AT4G32840	15848552	-
AT4G32850	15849711	+
AT4G32860	15857440	-
AT4G32870	15862117	+
AT4G32880	15868650	-
AT4G32890	15875342	+
AT4G32900	15881082	-
AT4G32910	15881245	+
AT4G32915	15885520	+
AT4G32920	15896345	-
AT4G32930	15898784	+
AT4G32940	15903523	-
AT4G32950	15906099	-
AT4G32960	15910292	-
AT4G32970	15914356	-
AT4G32980	15918153	-
AT4G32990	15920230	+
AT4G33000	15924349	+
AT4G33010	15931422	-
AT4G33020	15934762	-
AT4G33030	15935373	+
AT4G33040	15941493	-
AT4G33050	15947072	-
AT4G33060	15948455	+
AT4G33070	15954803	-
AT4G33080	15959906	+
AT4G33090	15970557	-
AT4G33100	15971109	+
AT4G33110	15974797	-
AT4G33120	15978136	-
AT4G33130	15980813	-
AT4G33140	15981391	+
AT4G33145	15985064	-
AT4G33150	15991633	-
AT4G33160	15993957	+
AT4G33170	15998796	-
AT4G33180	16000015	+
AT4G33200	16014981	-
AT4G33210	16021230	-
AT4G33220	16022269	+
AT4G33230	16028879	-
AT4G33240	16038324	-
AT4G33250	16040808	-
AT4G33260	16043549	-
AT4G33270	16046937	-
AT4G33280	16049390	-
AT4G33290	16049573	+
AT4G33300	16056526	-
AT4G33310	16056156	+
AT4G33320	16057916	-
AT4G33330	16063251	-
AT4G33350	16066897	-
AT4G33355	16066987	+
AT4G33360	16069374	-
AT4G33370	16071405	-
AT4G33380	16071740	+
AT4G33390	16075091	+
AT4G33400	16080721	-
AT4G33410	16080760	+
AT4G33420	16084713	+
AT4G33430	16090832	-
AT4G33440	16091535	+
AT4G33450	16096774	-
AT4G33460	16100440	-
AT4G33465	16100709	+
AT4G33467	16102220	-
AT4G33470	16105550	-
AT4G33480	16108646	-
AT4G33490	16110877	-
AT4G33495	16112604	-
AT4G33500	16116383	-
AT4G33510	16116371	+
AT4G33520	16118830	+
AT4G33530	16130608	-
AT4G33540	16130593	+
AT4G33550	16134366	+
AT4G33560	16135157	+
AT4G33565	16136749	+
AT4G33580	16138251	+
AT4G33585	16142310	-
AT4G33590	16144024	-
AT4G33600	16145903	-
AT4G33610	16146227	+
AT4G33620	16147594	+
AT4G33625	16154742	-
AT4G33630	16155292	+
AT4G33640	16160489	-
AT4G33650	16160824	+
AT4G33660	16168711	-
AT4G33666	16169048	+
AT4G33670	16171631	-
AT4G33680	16174723	-
AT4G33690	16174756	+
AT4G33700	16179481	-
AT4G33710	16181012	+
AT4G33720	16182743	+
AT4G33730	16185044	+
AT4G33735	16185689	+
AT4G33740	16186791	+
AT4G33760	16193318	-
AT4G33770	16196642	-
AT4G33780	16203652	-
AT4G33790	16207956	-
AT4G33800	16211426	-
AT4G33810	16216310	-
AT4G33820	16219525	-
AT4G33830	16222681	-
AT4G33840	16226153	-
AT4G33860	16232365	-
AT4G33865	16234273	-
AT4G33870	16236492	-
AT4G33880	16241169	-
AT4G33885	16248595	+
AT4G33890	16249614	+
AT4G33900	16252711	-
AT4G33905	16255760	-
AT4G33910	16258974	-
AT4G33920	16260481	+
AT4G33925	16263036	+
AT4G33930	16265420	-
AT4G33940	16266003	+
AT4G33945	16267884	+
AT4G33950	16271745	+
AT4G33960	16277282	+
AT4G33970	16282048	-
AT4G33980	16285229	-
AT4G33985	16288971	-
AT4G33990	16292916	-
AT4G34000	16295334	+
AT4G34020	16300999	-
AT4G34030	16301027	+
AT4G34035	16304124	+
AT4G34040	16308801	-
AT4G34050	16310409	+
AT4G34060	16313366	+
AT4G34070	16325295	-
AT4G34071	16325750	+
AT4G34080	16326952	+
AT4G34090	16330224	-
AT4G34100	16330366	+
AT4G34110	16336291	+
AT4G34120	16340907	+
AT4G34131	16344818	-
AT4G34135	16347364	-
AT4G34138	16350203	-
AT4G34139	16348104	+
AT4G34140	16350462	+
AT4G34150	16354857	+
AT4G34160	16357421	+
AT4G34170	16368087	+
AT4G34180	16371529	-
AT4G34190	16373736	-
AT4G34200	16376666	-
AT4G34210	16379003	+
AT4G34215	16381449	-
AT4G34220	16384468	-
AT4G34230	16388940	-
AT4G34240	16389428	+
AT4G34250	16394600	+
AT4G34260	16397995	+
AT4G34265	16402129	+
AT4G34270	16406303	-
AT4G34280	16406941	+
AT4G34290	16410791	+
AT4G34300	16412773	+
AT4G34310	16413974	+
AT4G34320	16420416	+
AT4G34330	16424624	+
AT4G34332	16425890	-
AT4G34340	16428013	-
AT4G34345	16426678	+
AT4G34350	16431144	-
AT4G34360	16431916	+
AT4G34370	16434280	+
AT4G34380	16438469	+
AT4G34390	16441086	+
AT4G34400	16445141	+
AT4G34410	16451876	+
AT4G34412	16454633	-
AT4G34415	16454769	-
AT4G34419	16456519	+
AT4G34420	16458068	+
AT4G34430	16460907	+
AT4G34440	16465730	+
AT4G34450	16470736	+
AT4G34460	16479620	-
AT4G34470	16480616	-
AT4G34480	16484231	-
AT4G34490	16487574	-
AT4G34500	16491054	-
AT4G34510	16491692	+
AT4G34520	16494205	+
AT4G34530	16498391	+
AT4G34540	16498391	+
AT4G34550	16502532	+
AT4G34555	16505483	-
AT4G34560	16507616	+
AT4G34570	16514372	-
AT4G34580	16515102	+
AT4G34590	16521861	+
AT4G34600	16529058	+
AT4G34610	16533362	-
AT4G34620	16536224	-
AT4G34630	16537964	-
AT4G34640	16538189	+
AT4G34650	16542242	+
AT4G34660	16548494	-
AT4G34670	16548600	+
AT4G34680	16553145	+
AT4G34690	16556097	-
AT4G34695	16556623	+
AT4G34700	16556738	+
AT4G34710	16562931	-
AT4G34720	16569334	-
AT4G34730	16573955	-
AT4G34740	16576753	-
AT4G34750	16577180	+
AT4G34760	16583075	-
AT4G34770	16591179	+
AT4G34780	16592747	-
AT4G34790	16594362	+
AT4G34800	16596640	+
AT4G34810	16598958	+
AT4G34830	16606135	-
AT4G34840	16606215	+
AT4G34850	16608204	+
AT4G34860	16612907	-
AT4G34870	16614204	+
AT4G34880	16615391	+
AT4G34881	16617608	+
AT4G34890	16625191	-
AT4G34900	16631370	-
AT4G34910	16631440	+
AT4G34920	16635504	+
AT4G34930	16637322	+
AT4G34940	16639526	+
AT4G34950	16644928	-
AT4G34960	16648528	+
AT4G34970	16653704	+
AT4G34975	16655286	+
AT4G34980	16659486	-
AT4G34990	16662549	-
AT4G35000	16667721	-
AT4G35010	16672188	-
AT4G35020	16672192	+
AT4G35025	16675749	-
AT4G35030	16675377	+
AT4G35040	16680209	+
AT4G35050	16684928	-
AT4G35060	16686818	-
AT4G35070	16694044	+
AT4G35080	16698267	+
AT4G35090	16703504	-
AT4G35100	16708361	+
AT4G35110	16715114	-
AT4G35120	16716806	+
AT4G35130	16723665	-
AT4G35140	16726636	-
AT4G35150	16728531	-
AT4G35160	16732923	-
AT4G35165	16735123	+
AT4G35170	16736757	+
AT4G35180	16740601	-
AT4G35190	16746189	+
AT4G35200	16749964	-
AT4G35210	16751224	+
AT4G35220	16752571	+
AT4G35230	16758358	-
AT4G35240	16767087	-
AT4G35250	16773456	-
AT4G35260	16776371	-
AT4G35270	16782054	-
AT4G35280	16788283	-
AT4G35290	16789531	+
AT4G35295	16795333	+
AT4G35300	16799823	-
AT4G35310	16801605	+
AT4G35320	16806830	-
AT4G35335	16807265	+
AT4G35350	16810482	+
AT4G35360	16814888	-
AT4G35370	16815138	+
AT4G35375	16817888	+
AT4G35380	16819792	+
AT4G35390	16829326	+
AT4G35400	16831153	+
AT4G35410	16832339	+
AT4G35420	16835619	-
AT4G35430	16836421	-
AT4G35440	16839375	-
AT4G35450	16839526	+
AT4G35460	16842174	+
AT4G35470	16846138	+
AT4G35480	16853035	-
AT4G35485	16852486	+
AT4G35490	16855825	+
AT4G35500	16857030	+
AT4G35510	16862420	-
AT4G35519	16865370	-
AT4G35520	16865304	+
AT4G35530	16873722	-
AT4G35540	16873835	+
AT4G35550	16877451	-
AT4G35560	16881336	+
AT4G35570	16888371	-
AT4G35580	16890877	-
AT4G35590	16892909	+
AT4G35600	16896153	+
AT4G35610	16900268	-
AT4G35620	16901596	+
AT4G35630	16904059	+
AT4G35640	16908357	-
AT4G35650	16908497	+
AT4G35655	16910494	+
AT4G35660	16912509	+
AT4G35670	16914599	+
AT4G35680	16917892	+
AT4G35685	16919003	+
AT4G35690	16921800	+
AT4G35700	16923319	+
AT4G35710	16925301	+
AT4G35720	16927730	+
AT4G35725	16930560	-
AT4G35730	16931003	+
AT4G35733	16934236	+
AT4G35740	16935988	+
AT4G35750	16942060	-
AT4G35760	16944677	-
AT4G35770	16944878	+
AT4G35780	16950620	-
AT4G35783	16952406	+
AT4G35785	16955342	-
AT4G35790	16960407	-
AT4G35800	16968128	-
AT4G35810	16968755	+
AT4G35820	16971221	+
AT4G35830	16978161	-
AT4G35840	16980712	+
AT4G35850	16983525	+
AT4G35860	16989047	-
AT4G35870	16990094	+
AT4G35880	16993062	+
AT4G35890	16997091	+
AT4G35900	17004382	+
AT4G35905	17008266	-
AT4G35910	17011642	-
AT4G35920	17015493	-
AT4G35930	17018929	+
AT4G35940	17021380	+
AT4G35950	17025866	-
AT4G35970	17028586	+
AT4G35980	17031802	-
AT4G35985	17034244	-
AT4G35987	17034959	+
AT4G36000	17038955	-
AT4G36010	17041326	-
AT4G36020	17044599	-
AT4G36030	17047315	-
AT4G36032	17044958	+
AT4G36040	17050608	-
AT4G36050	17055192	-
AT4G36052	17052347	+
AT4G36060	17055226	+
AT4G36070	17059706	-
AT4G36080	17078039	-
AT4G36090	17080789	-
AT4G36100	17082509	+
AT4G36105	17083841	+
AT4G36110	17089934	+
AT4G36120	17097301	-
AT4G36130	17097405	+
AT4G36140	17104576	-
AT4G36150	17104542	+
AT4G36160	17114141	-
AT4G36170	17113872	+
AT4G36180	17123855	-
AT4G36190	17123966	+
AT4G36195	17126932	+
AT4G36197	17130052	+
AT4G36210	17130246	+
AT4G36220	17139777	-
AT4G36230	17145525	+
AT4G36240	17148496	-
AT4G36245	17149471	+
AT4G36250	17150740	+
AT4G36260	17157645	-
AT4G36270	17165241	-
AT4G36280	17169375	-
AT4G36290	17173361	-
AT4G36350	17175857	-
AT4G36360	17181466	-
AT4G36370	17187250	+
AT4G36380	17192507	-
AT4G36390	17197247	-
AT4G36400	17197188	+
AT4G36410	17201922	+
AT4G36420	17204346	-
AT4G36430	17206033	-
AT4G36440	17210007	-
AT4G36450	17211782	-
AT4G36460	17213099	-
AT4G36470	17216530	-
AT4G36480	17217909	+
AT4G36490	17221885	+
AT4G36500	17226833	-
AT4G36510	17228773	+
AT4G36515	17230471	-
AT4G36520	17235580	-
AT4G36530	17242030	-
AT4G36540	17243583	+
AT4G36550	17248461	-
AT4G36560	17252657	+
AT4G36570	17254290	+
AT4G36580	17257760	+
AT4G36590	17262227	-
AT4G36600	17263564	+
AT4G36610	17267472	-
AT4G36620	17269999	-
AT4G36630	17276626	-
AT4G36635	17276774	-
AT4G36640	17279428	-
AT4G36648	17282730	-
AT4G36650	17285656	-
AT4G36660	17287477	-
AT4G36670	17289728	-
AT4G36680	17293925	-
AT4G36690	17297761	-
AT4G36700	17300367	-
AT4G36710	17305758	+
AT4G36720	17307709	+
AT4G36730	17312488	-
AT4G36740	17316441	-
AT4G36750	17324519	+
AT4G36760	17326537	+
AT4G36770	17331624	-
AT4G36780	17334355	-
AT4G36790	17336123	+
AT4G36791	17339077	-
AT4G36795	17338904	+
AT4G36800	17342735	-
AT4G36808	17344902	-
AT4G36810	17343374	+
AT4G36820	17346805	+
AT4G36830	17349218	+
AT4G36840	17351267	+
AT4G36850	17356037	-
AT4G36860	17362129	-
AT4G36870	17368915	+
AT4G36880	17376279	-
AT4G36890	17382028	-
AT4G36900	17388649	+
AT4G36910	17393479	-
AT4G36920	17400610	+
AT4G36925	17403744	+
AT4G36930	17414083	+
AT4G36940	17416855	+
AT4G36945	17422130	-
AT4G36950	17423953	-
AT4G36960	17426918	+
AT4G36970	17431685	-
AT4G36980	17437217	-
AT4G36990	17440177	+
AT4G37000	17442612	+
AT4G37010	17444129	+
AT4G37020	17445621	+
AT4G37022	17447713	+
AT4G37030	17451637	+
AT4G37040	17455100	+
AT4G37050	17459770	-
AT4G37060	17463961	-
AT4G37070	17467109	-
AT4G37080	17472980	+
AT4G37090	17477154	+
AT4G37095	17479107	-
AT4G37100	17482147	-
AT4G37110	17486400	-
AT4G37120	17486516	+
AT4G37130	17489355	+
AT4G37140	17492771	-
AT4G37150	17494279	-
AT4G37160	17497276	-
AT4G37170	17500655	-
AT4G37175	17500878	-
AT4G37180	17504428	+
AT4G37190	17507004	+
AT4G37200	17511364	-
AT4G37210	17512254	+
AT4G37220	17515042	+
AT4G37225	17516904	-
AT4G37230	17516424	+
AT4G37235	17517743	+
AT4G37240	17524461	+
AT4G37250	17530589	-
AT4G37260	17540490	+
AT4G37270	17546546	-
AT4G37280	17549559	-
AT4G37290	17550257	-
AT4G37295	17553310	+
AT4G37300	17554493	+
AT4G37310	17559104	-
AT4G37320	17561975	-
AT4G37330	17564763	-
AT4G37340	17566839	-
AT4G37360	17568858	-
AT4G37370	17571743	-
AT4G37380	17573938	-
AT4G37390	17579618	+
AT4G37400	17583992	+
AT4G37409	17592911	-
AT4G37410	17590772	+
AT4G37420	17592996	+
AT4G37430	17597110	+
AT4G37432	17598929	-
AT4G37435	17600638	-
AT4G37440	17601185	+
AT4G37445	17604944	-
AT4G37450	17607050	-
AT4G37460	17615946	-
AT4G37470	17618656	-
AT4G37480	17619127	+
AT4G37483	17621820	-
AT4G37490	17624308	-
AT4G37500	17625388	+
AT4G37510	17629070	-
AT4G37520	17631500	+
AT4G37530	17634696	+
AT4G37540	17640925	-
AT4G37550	17643110	+
AT4G37553	17650067	-
AT4G37560	17646408	+
AT4G37570	17656557	-
AT4G37580	17658594	+
AT4G37590	17666736	-
AT4G37608	17668951	+
AT4G37610	17672353	-
AT4G37620	17674589	-
AT4G37630	17679168	+
AT4G37640	17687105	-
AT4G37650	17691687	+
AT4G37660	17695496	+
AT4G37670	17698991	-
AT4G37680	17700634	+
AT4G37682	17703381	+
AT4G37685	17705049	+
AT4G37690	17707894	+
AT4G37700	17711031	-
AT4G37705	17712564	+
AT4G37710	17718118	+
AT4G37720	17719321	-
AT4G37730	17723639	+
AT4G37740	17727909	-
AT4G37750	17739514	+
AT4G37760	17743738	+
AT4G37770	17752079	+
AT4G37780	17759746	-
AT4G37790	17768042	+
AT4G37800	17777445	-
AT4G37810	17780729	+
AT4G37820	17785254	+
AT4G37830	17788834	-
AT4G37840	17792198	-
AT4G37850	17797901	-
AT4G37860	17801914	-
AT4G37870	17806705	-
AT4G37880	17809637	+
AT4G37890	17815095	-
AT4G37895	17813545	+
AT4G37900	17824748	-
AT4G37910	17828192	-
AT4G37920	17830465	-
AT4G37925	17831619	-
AT4G37930	17835017	-
AT4G37940	17838969	-
AT4G37950	17844361	+
AT4G37970	17849538	+
AT4G37980	17852441	+
AT4G37990	17855637	+
AT4G38000	17858351	+
AT4G38005	17859104	-
AT4G38010	17861407	-
AT4G38020	17861435	+
AT4G38030	17866730	-
AT4G38040	17867438	+
AT4G38050	17872614	-
AT4G38060	17875268	-
AT4G38062	17876202	+
AT4G38065	17880720	+
AT4G38070	17881504	+
AT4G38080	17882644	+
AT4G38090	17884821	-
AT4G38092	17885272	+
AT4G38100	17888237	-
AT4G38120	17896255	-
AT4G38130	17899509	-
AT4G38140	17900362	-
AT4G38150	17902160	-
AT4G38160	17902266	+
AT4G38170	17904532	+
AT4G38180	17909743	-
AT4G38190	17913790	-
AT4G38200	17915206	+
AT4G38210	17923973	-
AT4G38213	17925172	-
AT4G38215	17922913	+
AT4G38220	17925180	+
AT4G38225	17927198	+
AT4G38230	17931511	-
AT4G38240	17935325	-
AT4G38250	17935402	+
AT4G38260	17938270	-
AT4G38270	17938372	+
AT4G38280	17941796	+
AT4G38290	17942871	+
AT4G38300	17945491	-
AT4G38310	17948433	+
AT4G38320	17948692	+
AT4G38330	17951324	+
AT4G38340	17954710	+
AT4G38350	17966962	-
AT4G38360	17967050	+
AT4G38370	17971295	-
AT4G38380	17975170	-
AT4G38390	17975776	+
AT4G38400	17979740	-
AT4G38401	17979885	-
AT4G38405	17980557	-
AT4G38410	17980678	+
AT4G38420	17982616	+
AT4G38430	17986384	+
AT4G38440	17989067	+
AT4G38460	17994739	+
AT4G38470	17998896	+
AT4G38480	18003852	+
AT4G38490	18006288	+
AT4G38495	18008071	-
AT4G38500	18007756	+
AT4G38510	18015173	-
AT4G38520	18018500	-
AT4G38530	18020567	+
AT4G38540	18023121	+
AT4G38545	18025298	-
AT4G38550	18025635	+
AT4G38552	18028764	-
AT4G38560	18029196	+
AT4G38570	18033596	-
AT4G38580	18034131	+
AT4G38590	18036056	+
AT4G38600	18049700	-
AT4G38620	18053360	+
AT4G38630	18059598	-
AT4G38640	18062347	-
AT4G38650	18063166	+
AT4G38660	18068293	-
AT4G38670	18071530	-
AT4G38680	18073182	-
AT4G38690	18075957	-
AT4G38700	18077369	-
AT4G38710	18080228	-
AT4G38730	18082683	-
AT4G38740	18084251	-
AT4G38760	18096218	-
AT4G38770	18098633	-
AT4G38775	18097461	+
AT4G38780	18111082	-
AT4G38781	18111193	-
AT4G38790	18111336	+
AT4G38800	18115176	-
AT4G38810	18119160	-
AT4G38820	18121975	-
AT4G38825	18121526	+
AT4G38830	18122175	+
AT4G38840	18125559	-
AT4G38850	18126057	+
AT4G38860	18130237	+
AT4G38870	18133863	-
AT4G38880	18134116	+
AT4G38890	18139266	-
AT4G38900	18142071	-
AT4G38905	18145161	-
AT4G38910	18147080	-
AT4G38920	18147027	+
AT4G38930	18149533	+
AT4G38932	18152597	-
AT4G38940	18152692	+
AT4G38950	18160158	-
AT4G38960	18160903	+
AT4G38970	18166008	-
AT4G38980	18168241	-
AT4G38990	18170949	-
AT4G39000	18173840	-
AT4G39010	18179266	-
AT4G39020	18182315	+
AT4G39030	18185437	+
AT4G39040	18190608	-
AT4G39050	18193075	+
AT4G39060	18202607	+
AT4G39070	18206684	-
AT4G39080	18209399	+
AT4G39090	18217616	-
AT4G39100	18220324	-
AT4G39110	18225238	-
AT4G39120	18227988	-
AT4G39130	18228854	-
AT4G39140	18232202	-
AT4G39150	18236115	-
AT4G39160	18236278	+
AT4G39170	18240605	+
AT4G39180	18248805	-
AT4G39190	18253216	-
AT4G39195	18255072	-
AT4G39200	18257334	+
AT4G39210	18259547	+
AT4G39220	18263599	+
AT4G39230	18267829	-
AT4G39235	18268031	+
AT4G39240	18270787	-
AT4G39250	18272129	-
AT4G39260	18275216	-
AT4G39270	18276311	+
AT4G39280	18284931	-
AT4G39290	18286302	-
AT4G39300	18286707	+
AT4G39320	18288770	+
AT4G39330	18291218	+
AT4G39340	18293512	-
AT4G39345	18293780	+
AT4G39350	18296388	+
AT4G39360	18302775	+
AT4G39361	18304891	+
AT4G39363	18305256	+
AT4G39364	18305415	+
AT4G39366	18305585	+
AT4G39370	18306135	+
AT4G39380	18312744	-
AT4G39390	18315545	+
AT4G39400	18324457	+
AT4G39403	18329699	-
AT4G39404	18330012	-
AT4G39410	18334893	-
AT4G39420	18339127	+
AT4G39460	18358980	-
AT4G39470	18361182	-
AT4G39480	18362258	+
AT4G39490	18365049	+
AT4G39500	18368359	-
AT4G39510	18370698	-
AT4G39520	18374239	-
AT4G39530	18377309	-
AT4G39540	18378225	+
AT4G39550	18381945	-
AT4G39560	18383885	-
AT4G39570	18385548	-
AT4G39580	18386811	-
AT4G39590	18388759	-
AT4G39600	18390567	-
AT4G39610	18394816	-
AT4G39615	18395028	+
AT4G39620	18395294	+
AT4G39630	18399387	-
AT4G39640	18399923	+
AT4G39650	18403560	+
AT4G39660	18406627	+
AT4G39670	18409846	+
AT4G39672	18411265	+
AT4G39675	18413775	+
AT4G39680	18417608	-
AT4G39690	18417586	+
AT4G39700	18424109	+
AT4G39710	18428578	-
AT4G39720	18431136	-
AT4G39730	18432659	+
AT4G39740	18437258	-
AT4G39745	18437806	+
AT4G39750	18439138	+
AT4G39753	18440112	+
AT4G39756	18441756	+
AT4G39760	18443679	+
AT4G39770	18451305	-
AT4G39780	18459257	-
AT4G39790	18464982	-
AT4G39795	18466519	+
AT4G39800	18472048	-
AT4G39810	18475804	-
AT4G39820	18478060	-
AT4G39830	18478890	+
AT4G39838	18486870	-
AT4G39840	18484901	+
AT4G39850	18488434	+
AT4G39860	18498202	+
AT4G39865	18501784	-
AT4G39870	18501877	+
AT4G39880	18504489	+
AT4G39890	18505919	+
AT4G39900	18510555	-
AT4G39910	18514382	-
AT4G39917	18515213	+
AT4G39920	18515693	+
AT4G39925	18518052	-
AT4G39930	18518983	-
AT4G39940	18519599	+
AT4G39950	18525042	+
AT4G39952	18527637	+
AT4G39955	18530318	+
AT4G39960	18533734	+
AT4G39970	18538506	-
AT4G39980	18539511	+
AT4G39985	18542171	+
AT4G39990	18542551	+
AT4G40000	18547556	-
AT4G40010	18551183	-
AT4G40011	18551404	-
AT4G40020	18555355	-
AT4G40030	18557106	-
AT4G40040	18558945	-
AT4G40042	18559097	+
AT4G40045	18560713	-
AT4G40050	18563987	-
AT4G40060	18573084	-
AT4G40063	18575070	+
AT4G40065	18575585	-
AT4G40070	18576216	+
AT4G40080	18579314	+
AT4G40085	18580377	-
AT4G40090	18581696	-
AT4G40100	18583244	+
AT5G00325	30877	-
AT5G00330	1030436	+
AT5G00335	1270507	+
AT5G00345	1980462	+
AT5G00350	2179840	+
AT5G00355	2355108	+
AT5G00360	3335944	-
AT5G00365	3524682	+
AT5G00370	3601206	-
AT5G00375	3785655	-
AT5G00380	3940157	-
AT5G00385	3991913	+
AT5G00390	4196561	-
AT5G00395	4800731	-
AT5G00400	5046288	-
AT5G00405	5047053	-
AT5G00410	6452754	-
AT5G00415	6622383	+
AT5G00420	6664440	-
AT5G00425	6832546	-
AT5G00430	7205379	-
